Code Acte;N°;Désignation de la Prestation;Montant Global  TTC;"Montant pris en charge par l’entreprise (soit 80% TTC) plafonnés à 250;000;00DA TTC";Montant pris en charge par le bénéficiaire (soit 20% ou +  TTC);;
04TPC35020204;204;Luxation congénitale de la hanche ostéotomie de bassin  ;"70;000";"56;000";"14;000";;
04TPC35020205;205;Luxation congénitale de la hanche réduction chirurgicale;"90;000";"72;000";"18;000";;
04TPC35020206;206;Pied bot;"80;000";"64;000";"16;000";;
04TPC35020207;207;Fracture simple poignet;"65;000";"52;000";"13;000";;
04TPC35020208;208;Fracture des membre supérieur :;;;;;
04TPC35020209;209;traitement + réduction platrée sous Anesthésie Générale;"35;000";"28;000";"7;000";;
04TPC35020210;210;traitement par embrochage sous AG;"80;000";"64;000";"16;000";;
04TPC35020211;211;Intervention sur les parties moles ;"44;000";"35;200";"8;800";;
04TPC35020212;212;Plexus brachiale ;"70;000";"56;000";"14;000";;
04TPC35020213;213;Torticolis congénitale ;"44;000";"35;200";"8;800";;
04TPC35020214;214;Fente labiale ;"80;000";"64;000";"16;000";;
04TPC35020215;215;Fente palatine;"90;000";"72;000";"18;000";;
04TPC35020216;216;Abcès du sein  ;"33;000";"26;400";"6;600";;
04TPC35020217;217;Abdominoplastie ;"170;000";"136;000";"34;000";;
04TPC35020218;218;Lipo aspiration abdominale  ;"130;000";"104;000";"26;000";;
04TPC35020219;219;Plastie de bride ;"55;000";"44;000";"11;000";;
04TPC35020220;220;Plastie des doigts ;"90;000";"72;000";"18;000";;
04TPC35020221;221;Prothèse mammaire ;"170;000";"136;000";"34;000";;
04TPC35020222;222;Réduction mammaire;"170;000";"136;000";"34;000";;
04TPP35020223;223;Cataracte par Phacoémulsification + Implant;"70;000";"56;000";"14;000";;
04TPP35020224;224;Chalazion au Bloc opératoire;"12;000";"9;600";"2;400";;
04TPP35020225;225;Dacryocystite rérograde = DCR;"50;000";"40;000";"10;000";;
04TPP35020226;226;Kératectomie Lamellaire;"75;000";"60;000";"15;000";;
04TPP35020227;227;Lavage de la chambre antérieure;"45;000";"36;000";"9;000";;
04TPP35020228;228;Ptérygion au Bloc opératoire;"20;000";"16;000";"4;000";;
04TPP35020229;229;Sondage voies lacrymales ;"20;000";"16;000";"4;000";;
04TPP35020230;230;Trichiasis Sous Anesthésie Locale;"55;000";"44;000";11000;;
04TPP35020231;231;Vitrectomie;"160;000";"128;000";"32;000";;
04TPI35020232;232;Mammographie;"6;000";"4;800";"1;200";;
04TPI35020233;233;ostéodensitométrie ;"6;000";"4;800";"1;200";;
04TPI35020234;234;Abdomino-pelvienne;"2;000";"1;600";400;;
04TPI35020235;235;Écho mammaire;"2;000";"1;600";400;;
04TPI35020236;236;Organe superficielle ou thoracique;"2;000";"1;600";400;;
04TPI35020237;237;Système urinaire;"2;000";"1;600";400;;
04TPI35020238;238;Epaule;"2;000";"1;600";400;;
04TPI35020239;239;Epaules comparatives;"2;500";"2;000";500;;
04TPI35020240;240;Genoux;"2;000";"1;600";400;;
04TPI35020241;241;Genoux comparatives;"3;000";"2;400";600;;
04TPI35020242;242;Endorectale;"3;000";"2;400";600;;
04TPI35020243;243;Cheville;"2;500";"2;000";500;;
04TPI35020244;244;Transthoracique de repérage;"1;500";"1;200";300;;
04TPI35020245;245;ETF;"1;000";800;200;;
04TPI35020246;246;Echo doppler Hépatique;"4;000";"3;200";800;;
04TPI35020247;247;Echo-Doppler TSA;"4;000";"3;200";800;;
04TPI35020248;248;Echo-Rénal;"4;000";"3;200";800;;
04TPI35020249;249;Echo doppler Testiculaire;"2;500";"2;000";500;;
04TPI35020250;250;Echo doppler des Membres Supérieurs;"4;000";"3;200";800;;
04TPI35020251;251;Echo doppler des Membres Inférieurs;"4;000";"3;200";800;;
04TPI35020252;252;Cytoponctions Echo guidée;"2;500";"2;000";500;;
04TPI35020253;253;Biopsie Mammaire Echo guidée;"15;000";"12;000";"3;000";;
04TPI35020254;254;IRM Cérébrale Sans Injection;"18;500";"14;800";"3;700";;
04TPI35020255;255;IRM Cérébrale Avec Injection;"21;500";"17;200";"4;300";;
04TPI35020256;256;IRM Hypophysaire avec injection;"21;500";"17;200";"4;300";;
04TPI35020257;257;IRM Rachis sans injection;"17;500";"14;000";"3;500";;
04TPI35020258;258;IRM Rachis avec injection;"20;500";"16;400";"4;100";;
04TPI35020259;259;IRM Cervico-Dorso-Lombaire sans injection;"21;500";"17;200";"4;300";;
04TPI35020260;260;IRM Cervico-Dorso-Lombaire avec injection;"23;500";"18;800";"4;700";;
04TPI35020261;261;IRM Médullaire avec injection;"23;500";"18;800";"4;700";;
04TPI35020262;262;"IRM Os et articulaire sans injection (genou ; bassin; épaule)";"17;500";"14;000";"3;500";;
04TPI35020263;263;IRM Os et articulaire sans injection (Dt et Ghe);"32;500";"26;000";"6;500";;
04TPI35020264;264;IRM Hépatobiliaire sans injection (BILI IRM);"20;500";"16;400";"4;100";;
04TPI35020265;265;IRM Hépatobiliaire avec injection (BILI IRM);"23;500";"18;800";"4;700";;
04TPI35020266;266;IRM Pelvienne sans injection;"19;500";"15;600";"3;900";;
04TPI35020267;267;IRM Pelvienne avec injection;"23;500";"18;800";"4;700";;
04TPI35020268;268;IRM du Rocher;"19;500";"15;600";"3;900";;
04TPI35020269;269;URO IRM sans injection;"20;500";"16;400";"4;100";;
04TPI35020270;270;URO IRM avec injection;"23;500";"18;800";"4;700";;
04TPI35020271;271;IRM Mammaire sans injection;"21;500";"17;200";"4;300";;
04TPI35020272;272;IRM Mammaire avec injection;"25;000";"20;000";"5;000";;
04TPI35020273;273;IRM Orbitaire (Orbito-cérébrale);"20;500";"16;400";"4;100";;
04TPI35020274;274;IRM des ATM;"19;500";"15;600";"3;900";;
04TPI35020275;275;ANGI IRM Abdominale;"21;500";"17;200";"4;300";;
04TPI35020276;276;ANGI IRM Abdominale avec Injection;"25;000";"20;000";"5;000";;
04TPI35020277;277;ENTERO IRM sans injection;"21;500";"17;200";"4;300";;
04TPI35020278;278;ENTERO IRM avec injection;"25;000";"20;000";"5;000";;
04TPI35020279;279;IRM des Parties Molles avec injection;"21;500";"17;200";"4;300";;
04TPI35020280;280;IRM ORL (du Cou);"20;500";"16;400";"4;100";;
04TPI35020281;281;IRM Plexus Brachial;"20;500";"16;400";"4;100";;
04TPI35020282;282;IRM Cardiaque;"27;000";"21;600";"5;400";;
04TPI35020283;283;TDM Cérébrale sans injection;"7;500";"6;000";"1;500";;
04TPI35020284;284;TDM du Cavum;"9;000";"7;200";"1;800";;
04TPI35020285;285;TDM Cérébro cervicale;"10;500";"8;400";"2;100";;
04TPI35020286;286;TDM Cervico dorsale;"10;500";"8;400";"2;100";;
04TPI35020287;287;TDM Cervico dorso lombaire;"16;000";"12;800";"3;200";;
04TPI35020288;288;TDM Lombaire;"8;500";"6;800";"1;700";;
04TPI35020289;289;TDM de la Cheville;"9;500";"7;600";"1;900";;
04TPI35020290;290;TDM du Fémur;"9;500";"7;600";"1;900";;
04TPI35020291;291;TDM de la Hanche;"9;500";"7;600";"1;900";;
04TPI35020292;292;TDM ATM;"9;000";"7;200";"1;800";;
04TPI35020293;293;TDM du Rocher;"9;500";"7;600";"1;900";;
04TPI35020294;294;TDM des Sinus;"8;500";"6;800";"1;700";;
04TPI35020295;295;TDM Dorsolombaire;"13;000";"10;400";"2;600";;
04TPI35020296;296;TDM Cervicale;"9;500";"7;600";"1;900";;
04TPI35020297;297;TDM du Genoux;"8;500";"6;800";"1;700";;
04TPI35020298;298;TDM du Pied;"9;500";"7;600";"1;900";;
04TPI35020299;299;TDM Facial;"9;500";"7;600";"1;900";;
04TPI35020300;300;TDM ORL;"9;500";"7;600";"1;900";;
04TPI35020301;301;TDM Thoracique;"9;500";"7;600";"1;900";;
04TPI35020302;302;TDM Pelvimétrie;"7;500";"6;000";"1;500";;
04TPI35020303;303;TDM Bassin;"9;500";"7;600";"1;900";;
04TPI35020304;304;TDM Thoraco Abdomino Pelvien = TAP;"17;000";"13;600";"3;400";;
04TPI35020305;305;TDM Uro Scanner;"13;000";"10;400";"2;600";;
04TPI35020306;306;TDM Urino Scanner;"8;500";"6;800";"1;700";;
04TPB3503001;1;Nodule du sein;"140;000.00";"112;000.00";"28;000.00";;
04TPB3503002;2;Hystéroscopie diagnostique;"173;000.00";"138;400.00";"34;600.00";;
04TPB3503003;3;Cœlioscopie  diagnostique;"193;000.00";"154;400.00";"38;600.00";;
04TPB3503004;4;Injection intra cytoplasmique de Spermatozoides(ICSI)/fecondation in vitro (FIV) :-monitorage                                  -ACT ICSI                                                    -TANSFERT D’EMBRYONS;"240;000.00";"192;000.00";"48;000.00";;
04TPB3503005;5;Transfert d’embryons congelé (Analyse +Monitorage +TEC);"170;000.00";"136;000.00";"34;000.00";;
04TPB3503006;6;Biopsie testiculaire + congélation du sperme;"170;000.00";"136;000.00";"34;000.00";;
04TPB3503007;7;Congélation des embryons;"140;000.00";"112;000.00";"28;000.00";;
04TPB3503008;8;Congélation du sperme;"90;000.00";"72;000.00";"18;000.00";;
04TPB3503009;9;Insémination artificiel avec sperme du conjoint  IAC + Monitorage;"190;000.00";"152;000.00";"38;000.00";;
04TPB3503010;10;Cerclage du col;"140;000.00";"112;000.00";"28;000.00";;
04TPB3503011;11;Aspiration therapetique;"140;000.00";"112;000.00";"28;000.00";;
04TPC35040001;1;Abcès appendiculaire enfant;"111;180.00";"88;944.00";"22;236.00";;
04TPC35040002;2;Abcès de la marge anale;"46;325.00";"37;060.00";"9;265.00";;
04TPC35040003;3;Abcès de sein;"37;060.00";"29;648.00";"7;412.00";;
04TPC35040004;4;Adeno fibrome sein;"46;325.00";"37;060.00";"9;265.00";;
04TPC35040005;5;Adénome de la prostate;"92;650.00";"74;120.00";"18;530.00";;
04TPC35040006;6;Appendicite;"92;650.00";"74;120.00";"18;530.00";;
04TPC35040007;7;Bartholinite;"32;427.50";"25;942.00";"6;485.50";;
04TPB35040008;8;Cerclage;"37;060.00";"29;648.00";"7;412.00";;
04TPB35040009;9;Césarienne ;"84;311.50";"67;449.20";"16;862.30";;
04TPB35040010;10;Césarienne compliquée ;"138;975.00";"111;180.00";"27;795.00";;
04TPB35040011;11;Césarienne grossesse gémellaire;"101;915.00";"81;532.00";"20;383.00";;
04TPO35040012;12;Chambre chimiothérapie;"32;427.50";"25;942.00";"6;485.50";;
04TPC35040013;13;CHEL ( Coplo hystérectomie élargie avec lymphadenectomie ) ;"231;625.00";"185;300.00";"46;325.00";;
04TPC35040014;14;Cholécystectomie classique;"92;650.00";"74;120.00";"18;530.00";;
04TPC35040015;15;Cholécystectomie s /cœlioscopie;"101;915.00";"81;532.00";"20;383.00";;
04TPC35040016;16;Circoncision;"8;338.50";"6;670.80";"1;667.70";;
04TPC35040017;17;Circoncision  sous Anesthésie générale;"23;162.50";"18;530.00";"4;632.50";;
04TPC35040018;18;Cloison  vaginale ;"37;060.00";"29;648.00";"7;412.00";;
04TPC35040019;19;Cœlioscopie diagnostic;"83;385.00";"66;708.00";"16;677.00";;
04TPC35040020;20;Colostomie;"111;180.00";"88;944.00";"22;236.00";;
04TPC35040021;21;Conisation;"55;590.00";"44;472.00";"11;118.00";;
04TPC35040022;22;Corps étranger  orl;"9;265.00";"7;412.00";"1;853.00";;
04TPC35040023;23;Curage ganglionnaire;"111;180.00";"88;944.00";"22;236.00";;
04TPC35040024;24;Cure prolapsus vagino utérin;"129;710.00";"103;768.00";"25;942.00";;
04TPC35040025;25;Curetage biopsique;"32;427.50";"25;942.00";"6;485.50";;
04TPC35040026;26;Curetage hémostatique;"37;060.00";"29;648.00";"7;412.00";;
04TPC35040027;27;Cystectomie  s / coelio;"92;650.00";"74;120.00";"18;530.00";;
04TPC35040028;28;Dilatation anale sous Anesthésie générale;"46;325.00";"37;060.00";"9;265.00";;
04TPC35040029;29;Ectopie testiculaire bilatérale;"92;650.00";"74;120.00";"18;530.00";;
04TPC35040030;30;Ectopie testiculaire unilatérale;"64;855.00";"51;884.00";"12;971.00";;
04TPC35040031;31;Endométriose complexe sous coelio;"231;625.00";"185;300.00";"46;325.00";;
04TPC35040032;32;Endométriose simple;"138;975.00";"111;180.00";"27;795.00";;
04TPC35040033;33;Eventration +plaque;"111;180.00";"88;944.00";"22;236.00";;
04TPC35040034;34;Fistule/fissure anale;"55;590.00";"44;472.00";"11;118.00";;
04TPC35040035;35;Frein de la langue;"4;632.50";"3;706.00";926.50;;
04TPC35040036;36;Frein de la lèvre supérieure;"7;412.00";"5;929.60";"1;482.40";;
04TPC35040037;37;Goitre ou Nodule thyroïdien;"74;120.00";"59;296.00";"14;824.00";;
04TPC35040038;38;Grosse extra utérine ;"92;650.00";"74;120.00";"18;530.00";;
04TPC35040039;39;Hémorroïdes;"50;957.50";"40;766.00";"10;191.50";;
04TPC35040040;40;Hernie étranglée;"120;445.00";"96;356.00";"24;089.00";;
04TPC35040041;41;Hernie hiatale ;"111;180.00";"88;944.00";"22;236.00";;
04TPC35040042;42;Hernie inguinale ou   ombilicale sans plaque;"74;120.00";"59;296.00";"14;824.00";;
04TPC35040043;43;Hernie inguinale ou ombilicale  avec plaque;"92;650.00";"74;120.00";"18;530.00";;
04TPC35040044;44;Hirshprung;"185;300.00";"148;240.00";"37;060.00";;
04TPC35040045;45;Hydrocèle;"64;855.00";"51;884.00";"12;971.00";;
04TPC35040046;46;Hypospadias;"83;385.00";"66;708.00";"16;677.00";;
04TPC35040047;47;Hystérectomie voie basse;"111;180.00";"88;944.00";"22;236.00";;
04TPC35040048;48;Hystérectomie voie haute;"111;180.00";"88;944.00";"22;236.00";;
04TPC35040049;49;Hysteroscopie  diagnostic classique;"37;060.00";"29;648.00";"7;412.00";;
04TPC35040050;50;Hysteroscopie  opératoire classique;"55;590.00";"44;472.00";"11;118.00";;
04TPC35040051;51;Hysteroscopie  opératoire et coelio;"111;180.00";"88;944.00";"22;236.00";;
04TPC35040052;52;Hysteroscopie+ coelio diagnostic;"74;120.00";"59;296.00";"14;824.00";;
04TPC35040053;53;Incision d’hymen;"2;779.50";"2;223.60";555.90;;
04TPC35040054;54;Invagination intestinale avec plaque enfant;"138;975.00";"111;180.00";"27;795.00";;
04TPC35040055;55;Invagination intestinale enfant ;"111;180.00";"88;944.00";"22;236.00";;
04TPC35040056;56;Kyste de la marge anale;"50;957.50";"40;766.00";"10;191.50";;
04TPC35040057;57;Kyste hydatique du foie ou poumon;"111;180.00";"88;944.00";"22;236.00";;
04TPC35040058;58;Kyste vaginal;"35;207.00";"28;165.60";"7;041.40";;
04TPC35040059;59;Kystes sébacé sous anesthésie  locale;"9;265.00";"7;412.00";"1;853.00";;
04TPC35040060;60;Ligature des trompes;"55;590.00";"44;472.00";"11;118.00";;
04TPC35040061;61;Lipome;"9;265.00";"7;412.00";"1;853.00";;
04TPC35040062;62;Lithiase voie biliaire principale;"138;975.00";"111;180.00";"27;795.00";;
04TPC35040063;63;Mastectomie avec curage;"148;240.00";"118;592.00";"29;648.00";;
04TPC35040064;64;Mastectomie simple;"111;180.00";"88;944.00";"22;236.00";;
04TPC35040065;65;Méga uretère;"231;625.00";"185;300.00";"46;325.00";;
04TPC35040066;66;Myomectomie;"92;650.00";"74;120.00";"18;530.00";;
04TPC35040067;67;Occlusion intestinal simple;"11;118.00";"8;894.40";"2;223.60";;
04TPC35040068;68;Occlusion intestinale avec   résection  anastomose;"13;897.50";"11;118.00";"2;779.50";;
04TPC35040069;69;Occlusion intestinale compliqué;"120;445.00";"96;356.00";"24;089.00";;
04TPC35040070;70;Péritonite biliaire;"138;975.00";"111;180.00";"27;795.00";;
04TPC35040071;71;Péritonite ou abcès appendiculaire;"111;180.00";"88;944.00";"22;236.00";;
04TPC35040072;72;Péritonite par perforation d’ulcère;"138;975.00";"111;180.00";"27;795.00";;
04TPC35040073;73;Retrait du Corps étranger après épisiotomie;"4;632.50";"3;706.00";926.50;;
04TPC35040074;74;Torsion testiculaire;"111;180.00";"88;944.00";"22;236.00";;
04TPC35040075;75;Varice un seul membre inferieur;"46;325.00";"37;060.00";"9;265.00";;
04TPC35040076;76;Varices des membres bilatérales inferieurs;"92;650.00";"74;120.00";"18;530.00";;
04TPC35040077;77;Varicocèle  enfants;"55;590.00";"44;472.00";"11;118.00";;
04TPC35040078;78;Varicocèle adulte;"64;855.00";"51;884.00";"12;971.00";;
04TPB35040079;79;Accouchement compliquée ;"60;222.50";"48;178.00";"12;044.50";;
04TPB35040080;80;Accouchement grossesse gémellaire normal ;"56;516.50";"45;213.20";"11;303.30";;
04TPB35040081;81;Accouchement grossesse gémellaire sans douleur ;"64;855.00";"51;884.00";"12;971.00";;
04TPB35040082;82;Accouchement normal ;"47;251.50";"37;801.20";"9;450.30";;
04TPB35040083;83;Accouchement sans  douleur ;"55;590.00";"44;472.00";"11;118.00";;
04TPB35040084;84;Colposcopie;"5;559.00";"4;447.20";"1;111.80";;
04TPB35040085;85;Colposcopie + biopsie;"8;338.50";"6;670.80";"1;667.70";;
04TPB35040086;86;Curage d’avortement;"4;632.50";"3;706.00";926.50;;
04TPB35040087;87;Cure anti viral  HPV  (TCA) 06 séances;"8;338.50";"6;670.80";"1;667.70";;
04TPB35040088;88;Hospitalisation couveuse par nuit;"13;897.50";"11;118.00";"2;779.50";;
04TPB35040089;89;Une séance Photothérapie nouveau né;"6;485.50";"5;188.40";"1;297.10";;
04TPB35040090;90;Biopsie testiculaire pour congélation ;"46;325.00";"37;060.00";"9;265.00";;
04TPB35040091;91;Congélation du sperme deux paillettes (durée un an);"37;060.00";"29;648.00";"7;412.00";;
04TPB35040092;92;Congélation du sperme une Paillette  (durée un an);"18;530.00";"14;824.00";"3;706.00";;
04TPB35040093;93;FIV (Fécondation in vitro)  Ou  ICSI ( Injection intra cytoplasmique des spermatozoïdes);"210;732.43";"168;585.94";"42;146.49";;
04TPB35040094;94;Insémination Intra utérine;"50;031.00";"40;024.80";"10;006.20";;
04TPB35040095;95;Transfert d’embryons Congelés;"55;590.00";"44;472.00";"11;118.00";;
04TPB35040096;96;Vitrification d’embryons Pour 2 paillettes;"37;060.00";"29;648.00";"7;412.00";;
04TPB35040097;97;Vitrification d’embryons Pour 4 paillettes;"64;855.00";"51;884.00";"12;971.00";;
04TPP35050001;1; Cataracte simple topic Echohraphie A+B;"80;000";"64;000";"16;000";;
04TPP35050002;2; Cataracte diabétique 1 topic Echographie A+b +angiographie +oct maculaire;"95;500";"76;400";"19;100";;
04TPP35050003;3;Cataracte diabétique 2 topic Echographie A+b +angiographie +oct maculaire+ 4 séance de laser ;"119;500";"95;600";"23;900";;
04TPP35050004;4;Cataracte diabétique 3 topic Echographie A+b +angiographie +oct maculaire+ 4 séance de laser+ traitement pour l’œdème maculaire ;"227;500";"182;000";45 500;;
04TPP35050005;5; Cataracte  simple  A/G Echohraphie A+B;"100;000";"80;000";"20;000";;
04TPP35050006;6; Cataracte avec implant torique Echohraphie A+B + topographie cornéenne ;"132;000";"105;600";"26;400";;
04TPP35050007;7; Cataracte congénitale (bébé) ;"105;000";"84;000";21 000;;
04TPP35050008;8;Cataracte combinée (trabeculoctomie ) Echographie A+b;"150;000";"120;000";"30;000";;
04TPP35050009;9;Cataracte implant artisan Echographie A+b;"115;000";"92;000";"23;000";;
04TPP35050010;10; TRAB(trabeculoctomie) ;"80;000";64 000;"16;000";;
04TPP35050011;11; ICL(intra corneals lens) implant correction pour myopie  sphérique Topographie + microscopie spéculaire +Echographie A;"175;000";"140;000";"35;000";;
04TPP35050012;12; ICL(intra corneals Lens)  implant correction pour torique Topographie + microscopie spéculaire +Echographie A;"195;000";"156;000";"39;000";;
04TPP35050013;13;DCR  Endonasale  ;90 000;"72;000";"18;000";;
04TPP35050014;14; DCR Endonasale avec déviation ;120 000;"96;000";"24;000";;
04TPP35050015;15; Strabisme avec deux muscles ;80 000;"64;000";"16;000";;
04TPP35050016;16; Strabisme avec quatre  muscles;120 000;"96;000";"24;000";;
04TPP35050017;17; Chalazion Topic;20 000;16000;"4;000";;
04TPP35050018;18; Chalazion A/G;25 000;"20;000";"5;000";;
04TPP35050019;19; Paupière : ptosis adulte ;80 000;"64;000";"16;000";;
04TPP35050020;20;Paupière : ptosis adulte  avec reprise  ;"120;000";"96;000";"24;000";;
04TPP35050021;21;Paupière : ptosis enfant S/AG;100 000;"80;000";"20;000";;
04TPP35050022;22; Paupière : ptosis enfant S/AG Avec reprise ;"140;000";"112;000";"28;000";;
04TPP35050023;23; Paupière : Entropion  adulte;"70;000";"56;000";"14;000";;
04TPP35050024;24; Paupière : Entropion  adulte Avec reprise ;"110;000";"88;000";"22;000";;
04TPP35050025;25; Paupière : Entropion  enfant S/AG;"90;000";"72;000";"18;000";;
04TPP35050026;26; Paupière : Entropion  enfant S/AG avec reprise;"130;000";"104;000";"26;000";;
04TPP35050027;27;  Eviscération ;"85;000";"68;000";17 000;;
04TPP35050028;28;  Eviscération  avec prothèse  oculaire total ;"305;000";"244;000";"61;000";;
04TPP35050029;29; Blépharoplastie  par œil;"70;000";"56;000";"14;000";;
04TPP35050030;30; Réfection de cavité;"100;000";"80;000";"20;000";;
04TPP35050031;31;Greffe de membrane amniotique ;"100;000";"80;000";"20;000";;
04TPP35050032;32;Trichiasis : adulte;"50;000";"40;000";"10;000";;
04TPP35050033;33;Trichiasis : adulte avec reprise;"80;000";"64;000";"16;000";;
04TPP35050034;34;Trichiasis : enfant S/AG;"70;000";"56;000";"14;000";;
04TPP35050035;35;Trichiasis : enfant S/AG avec reprise;"90;000";"72;000";"18;000";;
04TPP35050036;36;TM(tumeur) /Supérieur/Inferieur topic;"25;000";"20;000";5000;;
04TPP35050037;37;VL(voie lacrymale) adulte par œil;5 000;"4;000";"1;000";;
04TPP35050038;38;VL(voie lacrymale)  ENFANT  S/AG;"15;000";"12;000";"3;000";;
